0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
b'Linear_rise_with_constant_ends',28.36838867,29.502303100000002,25.16518651,30.15302089,29.53911702,27.58933277,28.26905712,28.58554565,29.94971484,29.85127892,27.86187038,27.96040228,30.23170676,32.48437409,29.69497934,28.91173228,33.19059254,27.80305203,32.76049203,28.525058299999998,29.76302112,27.72897782,29.54344953,27.51588691,26.82580153,28.72217077,32.04988323,26.59429642,32.91032433,29.50043453,30.55641627,32.68506115,32.67450866,32.86758958,34.20650607,34.78899275,34.65594093,29.79854346,36.11254187,37.46287008,35.67012302,36.40541699,39.52439792,41.03441518,39.39126444,38.19334518,40.100402200000005,45.42742618,45.70148481,46.6930542,42.50364404,45.18498308,42.54896897,46.77760588,47.87075188,49.14383177,49.97957013,50.39764381,48.36861402,51.73565565,48.01106204,50.54415805,51.81418979,54.33639329,58.73987267,55.39505474,56.41201549,55.38102087,57.13516504,58.72880831,58.12989097,62.66141898,58.88723372,62.35642349,65.19602065,62.57085523,62.2645635,66.54861697,66.78050375,64.95823741,67.75117326,64.46512537,67.05613408,64.12444933,69.25681123,66.44147714,64.70203917,70.0,65.10268382,65.99664461,66.11711785,66.07242951,66.19820132,63.65469707,67.35924237,64.58286182,69.22936724,67.54035327,65.56998165,67.22604904,Oil Leakage
Slope5,30.26339548,29.79613972,29.68707949,29.43977698,30.47047946,29.80831751,30.46213821,29.74410173,29.86081718,29.61591046,29.63406842,30.43032008,29.51759933,30.09612019,30.77181851,30.35789501,30.07910616,31.06729238,29.18993553,29.96363603,29.64251538,29.91097331,30.11659117,29.292262800000003,30.23003747,29.60994281,31.3678951,29.75199551,30.23371969,29.23296222,30.24290226,29.95854041,29.63919741,30.33182379,29.23108448,29.23004318,30.41392257,30.10446416,29.88061832,30.83542884,30.25986408,29.96864908,29.76241201,29.39944328,29.89074945,29.53927144,30.25905599,29.88397003,30.36411297,29.89897717,25.0,27.0,25.0,27.0,26.0,26.0,26.0,25.0,25.0,26.0,23.0,23.0,23.0,23.0,25.0,24.0,25.0,24.0,24.0,25.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,20.94151744,22.64228677,21.92125552,21.80958007,22.79723798,21.80228049,21.93143179,21.25831582,22.10676723,21.46170646,22.074531600000004,21.85807085,20.957373999999998,21.91336587,21.609948000000003,22.07723223,22.13752352,21.92006956,22.43625647,22.32464597,CoolingSystemIssues
b'Convex_increase_with_constant_ends',30.06770285,32.23692796,32.85413458,31.08168305,27.44008789,30.19447868,28.74386523,29.43485583,28.5329309,29.80856829,29.78638959,30.88227686,31.75549305,32.03255843,29.87579272,27.43148707,32.34720888,30.79390497,29.93482621,28.97700356,29.02496582,40.04560326,43.21247467,46.30248112,46.9611121,44.92924286,50.26495065,50.37234807,51.08665172,51.50212885,50.34752891,52.4847032,55.42877533,52.27175367,56.89460087,54.69676466,53.25642369,57.06079512,56.63256054,58.30583708,55.73985983,58.03372576,55.84930242,60.03251811,58.86351989,59.28343049,62.27435675,59.39239124,62.16395003,62.26938217,61.21234218,60.23574569,62.08811786,61.42311771,64.04591398,62.97839691,63.38888458,66.47680474,65.06472837,63.18782932,67.3481927,66.84388118,66.45654557,67.01940968,65.24562584,64.66635219,67.0071519,66.97825084,67.14462203,64.63607371,64.31729907,68.47507749,65.19289485,64.90484353,64.72127771,64.3679623,65.5446861,65.57707215,65.23046595,65.41384534,65.09309828,66.58483414,61.93026837,70.0,66.98057049,62.33788906,64.39805003,66.28551764,66.31770923,65.90631521,65.52773486,65.444618,66.73929103,66.17768333,63.92245441,68.11949367,67.57348744,64.9995282,62.57728311,65.20801104,Overheated oil
signal_suuden_rise_fall,30.7191527,28.81484685,29.83287161,29.82488905,29.74478179,30.40541549,29.31681455,29.86788884,29.61218738,28.18413143,30.09506334,30.23648913,28.99723655,30.85511276,29.81577855,30.0665506,28.58832113,28.59544399,28.41457327,30.6020206,28.20239059,29.31890937,28.76144838,28.19342915,29.41990599,30.07339653,30.86172942,30.36503844,30.15348121,29.74437584,28.47993862,28.83323921,30.44304538,29.95224715,28.24813462,31.30305616,27.82476304,29.550504600000004,29.59655497,30.6101143,29.55821045,30.55571215,29.75184486,30.64354005,29.88755761,28.03084676,29.97922988,30.69575243,31.00083559,65.0,65.0,68.0,69.0,67.0,66.0,27.84325594,29.53713455,31.56952592,32.3307642,30.83011227,28.75089147,31.36031401,30.8885316,30.318582199999998,29.8141439,29.09854144,28.69219826,28.68961313,31.53240868,29.80986484,29.48820715,30.41144024,31.46369826,30.89959916,29.27599046,30.34337653,29.06094876,29.68019743,30.18173245,30.68207548,29.78017224,30.13756235,29.20798896,30.43536616,28.40785203,30.84667282,31.00976316,30.72663921,29.0798152,29.62931298,30.263332000000002,30.10376945,29.40466024,29.04853877,30.99252946,33.14944405,29.30303138,29.14345713,29.91930726,30.48016325,Generator speed discrepancies
signal_sensor_fail,31.27611856,0.0,29.68973421,29.23044301,28.12396883,0.0,31.1157113,30.13121621,30.75245229,29.60697022,31.05233043,28.65007324,28.1823662,31.65136351,29.08936045,29.675265200000002,30.068421700000002,30.89911715,29.87618259,29.5978047,29.27944577,29.21595163,0.0,31.628559399999997,29.86035176,30.071178200000002,29.70084365,29.46515741,29.86175466,31.80988297,30.08521073,30.94079299,30.32884729,29.54511178,29.48835626,29.99292093,30.186887100000003,29.95106825,30.10730459,29.56278358,29.9060195,28.49700203,30.64512934,31.25532567,28.94399915,29.91542438,0.0,28.99812852,0.0,28.69029648,30.61033825,31.42435481,30.23430324,31.38589099,0.0,28.82137102,30.47970061,29.46712608,29.463061600000003,0.0,31.07027877,29.2747577,31.28709839,29.57401229,29.34447681,27.56120789,30.03136564,31.81008676,0.0,31.85224331,29.64042235,29.61620523,0.0,30.54453797,29.76663979,29.98051059,30.23904916,29.45749154,30.43797916,0.0,29.9807913,30.34995927,28.23124396,29.67684951,31.01236312,30.0972978,31.12172023,30.42092448,29.54412493,29.10710029,29.98083481,31.09378902,30.70079371,30.89384451,30.57858322,32.8736813,30.50029782,31.72747267,30.33538671,29.42421308,Anemometer errors
Slope1,29.9992652,30.06182283,30.37938724,29.75648861,29.55989756,29.35119539,29.84227663,29.95865032,30.219329499999997,29.61406248,29.75711406,28.977824,29.62144906,29.84771264,30.26132062,30.637706800000004,29.78134181,30.06098665,30.16157937,29.60986165,28.0,27.0,28.0,28.0,28.0,28.0,28.0,27.0,27.0,28.0,26.0,27.0,27.0,27.0,26.0,26.0,27.0,27.0,26.0,26.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,25.0,26.0,26.0,24.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,23.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,22.00408854,21.18284065,22.14277947,22.44044315,22.10600308,22.08471885,22.11768735,21.51449506,21.86622376,21.51253717,22.26860595,21.92220199,22.29972468,22.47704563,21.38479138,21.83196429,21.54190923,23.0835207,22.04843853,22.09220294,CoolingSystemIssues
SteepDecreaseForward,29.726113899999998,30.3736667,30.73195599,30.34427904,30.25458618,30.20362186,29.45149059,29.64843497,30.49600967,29.54349703,29.749123200000003,29.614451000000003,30.16532576,30.50991239,29.8783912,30.72983313,28.85718106,29.33516014,30.08293906,30.07897719,30.47982646,30.68195317,29.39257075,30.13190326,30.34901676,29.98449593,22.0,24.0,24.0,22.0,24.0,23.0,24.0,23.0,22.0,22.0,23.0,22.0,24.0,23.0,24.0,24.0,24.0,23.0,24.0,23.0,24.0,22.0,23.0,23.0,24.0,23.0,22.0,24.0,22.0,22.0,22.0,23.0,23.0,22.0,22.0,22.0,23.0,22.0,24.0,22.0,22.0,22.0,24.0,22.0,24.0,24.0,22.0,22.0,22.0,23.0,24.0,22.0,24.0,22.0,23.0,22.0,24.0,23.0,23.0,22.0,22.0,23.0,22.0,23.0,22.0,24.0,22.0,22.0,22.0,24.0,24.0,23.0,24.0,23.0,BladeAccumulatorPressureIssues
Slope7,30.25808691,30.95064931,30.29567129,30.84326633,29.48987547,30.168373,29.42140964,29.921956400000003,29.36112695,30.18550802,29.90005117,30.18718992,30.08895148,30.62899137,29.78766476,29.72590456,30.55244274,29.83439824,28.95851282,29.36327208,29.60133402,30.16207106,29.974601399999997,29.77893019,30.51157421,29.86792687,29.47440226,29.33720978,29.8615233,30.02871455,29.48525507,30.43043074,29.09389681,30.108196500000002,30.45765285,29.61011951,30.19071869,30.34962203,30.82956548,31.10738327,29.357982399999997,30.61520789,29.71400147,30.56502241,29.71091983,30.74480224,29.6982636,30.03345115,30.21287374,30.60864559,29.56214366,30.36785711,30.39088051,29.94672941,29.42857404,30.97334406,30.97703467,30.10919918,30.28476734,30.38117739,29.82580733,30.77372112,30.23074376,30.83373407,30.10235204,30.53506373,30.1234391,29.9404886,29.79507946,30.48930284,27.0,27.0,25.0,26.0,27.0,26.0,27.0,27.0,25.0,25.0,21.46797938,22.44206389,22.01949485,22.32943923,21.61373807,22.71635295,23.00614611,21.62400121,21.87132246,21.24900388,21.72128034,22.01195381,21.72408596,21.11122944,21.90696389,21.56706373,22.87512784,22.12063722,21.93295063,21.82388569,CoolingSystemIssues
b'Convex_increase_with_constant_ends',30.60703327,28.54474775,28.591276699999998,30.60948088,29.24090946,30.44691525,30.03914848,28.97807438,30.65076525,29.798351399999998,30.25493459,31.37483476,30.11298443,31.82614521,33.10207864,29.04189767,32.71143896,31.48992019,31.21643005,29.403073499999998,31.33710597,41.42123734,42.34357422,44.44852291,46.57342855,50.23329796,49.42406116,54.6872321,51.73731347,54.63308397,54.79762121,56.674612399999994,56.56215525,57.03139492,59.27836032,59.24814899,57.83189452,57.02992206,60.65209199,58.38194383,61.20822481,64.74504205,63.02160554,65.25430549,64.60138475,61.70259522,61.14145129999999,63.97166575,64.11098845,67.70335487,64.30989118,68.29588898,67.01643189,66.89408465,65.76504767,66.02909016,66.12714182,65.96552348,65.72047133,68.38041371,65.45468198,67.48619343,66.71427016,66.69648694,65.92896776,65.81479978,67.32405687,63.19560615,65.85865214,66.01457232,67.61749774,67.81050344,66.80226963,63.11389794,68.23681376,68.84396909,65.27811427,67.76786377,66.07071969,64.32495135,70.0,65.55953896,67.11267468,65.59240413,66.98752088,64.32816057,67.55715284,65.96888535,67.14799337,66.31067342,64.66148517,65.78189673,66.48823496,65.92757623,64.28005099,67.81471224,63.74572406,69.07203675,66.01564408,65.90661836,Overheated oil
b'Convex_rise_with_decreasing_ends',27.57283968,27.97346169,29.16686299,28.59852003,28.20112859,28.40021209,31.79007319,28.57464459,30.74302363,29.67424611,28.44254858,30.29975242,28.04173211,29.47885902,29.30850949,27.67757514,28.48131324,28.40004442,29.25588251,31.92774602,31.66842472,29.96958438,29.61773173,30.9623245,30.48593184,33.24036411,30.60200329,31.10164836,29.03161205,30.06597541,26.48436456,41.91172682,41.26194561,48.62195628,46.21777207,48.73666111,51.57931593,49.01626696,49.91465619,49.65248683,51.47450844,51.61460044,53.38386951,54.38005072,53.79047327,54.25706859,57.61917221,56.42708815,56.43741909,57.56869258,58.88417381,57.91239574,63.16803631,59.18645267,61.17191673,60.95331650000001,60.65103753,60.98418639,61.96378916,60.89158336,62.14020195,63.56189649,63.69031046,63.9823863,63.50922138,63.56595841,64.02869798,61.34123371,65.92485883,65.59180117,67.20935876,66.0031294,67.57281149,67.7041447,64.79975006,66.94614616,70.0,64.65074898,68.79589618,67.31551351,68.05917418,65.12935704,65.49334767,64.16800012,64.86214167,65.77554447,68.12382389,64.17212865,65.42516109,64.40921353,66.19070798,63.92909639,66.24361664,65.97444754,63.44861795,66.78609812,65.96961072,66.95117566,67.79937650000001,64.26828271,Overheated oil
signal_sensor_fail,30.12149678,0.0,30.26595451,30.26076409,0.0,31.00048641,29.78279058,30.03214489,0.0,29.96032743,29.41349336,29.22085002,0.0,31.06133883,31.08753727,29.52924966,28.0174792,30.33906863,30.90726794,32.58203397,29.31905391,31.52821948,30.46465611,30.60801474,31.00705576,29.21126737,29.11388049,29.7027657,30.36890396,29.03779187,30.13152726,30.24002641,30.83224895,31.92835691,28.41469893,28.41258803,30.461708299999998,29.45622216,31.13182909,30.62170839,28.6366007,32.15472425,28.59250461,29.97520931,29.03765652,30.08955587,30.70880256,29.80960781,0.0,28.80389503,31.55470292,28.81621049,0.0,29.37989507,30.38247743,31.52889678,0.0,30.04829668,30.94763227,31.07098929,28.88244894,28.78543361,30.17331096,30.04901359,30.48507115,0.0,31.36008388,28.34472539,31.44205347,30.76729847,0.0,28.26539783,28.95440101,0.0,28.75770688,30.72565332,29.95235935,28.86029517,29.50359449,31.62060449,30.39829914,32.08532447,28.89723792,28.50771654,29.58332344,31.23779663,30.817809999999998,31.85365519,29.96207717,30.17582623,30.5770518,30.74402674,30.50200049,31.21427884,29.93160583,31.49645156,30.26791144,29.13486902,28.83755747,31.01976018,Anemometer errors
Slope3,29.80728081,29.94958209,29.64751783,29.35647352,30.42514546,30.14985362,29.99724746,30.09198476,29.98945346,30.31075467,29.95819126,30.40778229,30.7926848,29.45621174,29.05593345,29.48617982,29.40914435,30.43557759,30.29269309,29.82699759,27.0,26.0,26.0,27.0,26.0,26.0,26.0,27.0,27.0,26.0,26.0,27.0,27.0,27.0,27.0,26.0,26.0,26.0,27.0,26.0,27.0,27.0,27.0,26.0,26.0,26.0,26.0,27.0,26.0,27.0,25.0,27.0,27.0,25.0,27.0,25.0,25.0,26.0,25.0,26.0,24.0,24.0,24.0,25.0,23.0,24.0,23.0,24.0,25.0,25.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,21.61659201,21.8198392,21.82984495,22.7869463,21.83580796,22.06057607,22.44996017,22.01209608,22.65315899,21.72721292,21.7174218,21.63091051,21.47745061,22.06096889,22.285413600000002,23.17530396,22.73955436,23.0397607,21.11409693,22.03666466,CoolingSystemIssues
SteepDecrease,30.50192109,29.46717687,29.37244826,29.50813454,29.26876201,30.38207693,30.42366665,29.69809459,29.96571385,29.97002837,29.89438345,30.60759588,30.21445795,30.19932665,30.72051922,29.75077752,29.22689762,30.393399,29.58869691,29.98356107,30.25353315,30.54629967,30.05718044,29.31162021,30.42226848,24.0,24.0,22.0,22.0,24.0,22.0,23.0,22.0,22.0,24.0,22.0,24.0,23.0,23.0,23.0,22.0,22.0,24.0,24.0,24.0,23.0,23.0,23.0,24.0,24.0,22.0,22.0,22.0,24.0,24.0,24.0,23.0,23.0,22.0,23.0,23.0,23.0,24.0,24.0,23.0,23.0,22.0,23.0,23.0,22.0,23.0,23.0,23.0,24.0,24.0,24.0,23.0,22.0,22.0,23.0,22.0,23.0,22.0,22.0,23.0,22.0,24.0,23.0,24.0,24.0,24.0,24.0,22.0,22.0,23.0,23.0,24.0,23.0,23.0,22.0,BladeAccumulatorPressureIssues
Slope1,29.732360200000002,29.56801027,29.48475202,30.21703996,30.038379700000004,30.10218512,29.87703557,30.20430207,30.31644607,30.20916734,29.25018827,29.49440986,29.77685357,30.19379606,29.78122146,29.47511676,29.83589377,30.76605295,29.87422836,30.19469515,27.0,27.0,28.0,27.0,27.0,28.0,27.0,27.0,28.0,28.0,26.0,26.0,26.0,27.0,26.0,27.0,26.0,27.0,27.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,26.0,25.0,26.0,25.0,24.0,24.0,25.0,24.0,24.0,25.0,25.0,25.0,24.0,24.0,23.0,24.0,24.0,24.0,24.0,23.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,21.76883792,21.92495862,21.87641446,22.224860500000002,20.82006777,21.43993985,22.52843151,21.80365214,22.287513699999998,21.98672117,22.20587995,21.51225917,22.18217226,21.51715403,21.89681125,22.52191222,22.11014921,21.75559202,21.64839242,21.52219694,CoolingSystemIssues
SteepDecreaseForward,30.00055599,29.58575982,30.40318454,29.10808992,30.07934191,29.18145753,29.49290871,30.53725751,29.95005038,28.83117798,29.657209299999998,30.20635526,29.30839166,29.95365106,30.5280443,29.78219741,30.23166772,30.20555114,30.32864676,29.27391037,30.70194668,29.65035427,30.39622565,30.33910714,22.0,22.0,23.0,23.0,24.0,22.0,23.0,22.0,23.0,24.0,22.0,22.0,24.0,24.0,24.0,24.0,22.0,23.0,24.0,22.0,22.0,22.0,23.0,22.0,24.0,22.0,22.0,22.0,22.0,24.0,23.0,24.0,23.0,23.0,22.0,23.0,24.0,23.0,24.0,24.0,23.0,22.0,22.0,22.0,23.0,24.0,23.0,24.0,23.0,23.0,23.0,23.0,23.0,22.0,23.0,24.0,23.0,22.0,24.0,22.0,23.0,24.0,24.0,24.0,23.0,24.0,22.0,22.0,23.0,22.0,22.0,22.0,23.0,22.0,23.0,24.0,BladeAccumulatorPressureIssues
SteepDecreaseVariations,29.7241033,29.37953539,29.55498443,30.88952367,30.10007782,29.48824947,31.19173947,29.79048643,29.21374876,30.10261577,29.7342032,29.59014218,29.78745246,30.34216833,30.32206001,30.52432641,29.05091899,30.47256783,29.48579496,30.15110427,30.30332726,30.28917261,29.85061463,29.36295389,29.61446384,29.52268429,29.64453232,29.60046793,29.10884398,30.05182489,30.35454182,29.8440239,29.71322411,29.52812006,30.497937800000003,29.78545433,30.27093449,29.73233332,30.32659145,30.10175656,30.45421748,30.13203982,25.0,24.0,25.0,24.0,24.0,25.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,25.0,25.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,24.0,24.0,25.0,25.0,24.0,24.0,24.0,25.0,25.0,24.0,25.0,24.0,25.0,25.0,24.0,25.0,25.0,25.0,24.0,24.0,25.0,25.0,24.0,24.0,25.0,24.0,24.0,25.0,24.0,25.0,24.0,25.0,25.0,24.0,BladeAccumulatorPressureIssues
signal_suuden_rise_fall,28.09640228,29.30194683,29.67156092,29.593517300000002,29.029577000000003,30.88042527,30.0217657,31.11228294,28.80875421,29.50752505,29.05324295,29.25213249,30.51851024,29.74016875,30.12803262,29.81228895,28.48543649,30.17265189,28.14578813,30.180769,30.23524424,29.17611771,30.50513733,29.0625033,65.0,67.0,67.0,65.0,69.0,65.0,69.0,69.0,67.0,69.0,68.0,66.0,69.0,66.0,66.0,67.0,65.0,65.0,65.0,68.0,67.0,68.0,68.0,68.0,66.0,66.0,69.0,66.0,67.0,68.0,65.0,67.0,65.0,27.69871618,30.17876957,29.02449686,30.53305901,29.57667256,32.60215157,30.215242600000003,30.54107815,29.353248600000004,29.26405831,28.96119657,32.21960341,30.66467525,29.96005297,28.76163438,31.00278963,28.09756085,29.26276279,31.83228039,30.37590329,32.00104142,30.97898689,29.396337699999997,30.88237449,29.7488564,31.77564329,32.16125037,31.20620302,29.16455442,29.31033545,29.86801419,30.12526101,29.00796492,28.40632344,29.63559394,29.58496492,30.77205602,28.11481905,28.96131725,30.07287488,31.35996297,31.16147491,31.81025702,Generator speed discrepancies
SteepDecreaseVariations,30.60544748,29.44684967,29.39456439,30.27785098,29.66157318,29.43871731,30.24904354,29.75436175,30.12758513,29.94754266,30.12149042,30.77044455,30.72883115,29.64916432,30.86814898,29.34169705,29.53596424,30.98157204,30.03818303,29.29254951,30.04391861,30.11668231,29.70947466,29.70862819,29.6443561,29.39926471,30.11183242,29.47105599,29.35745765,29.45793096,30.26405034,30.30970469,30.57053209,30.85201512,29.41185569,30.01182981,30.99312724,29.64285814,29.36436616,29.86139177,29.85194353,29.25878358,29.86289482,23.0,22.0,23.0,23.0,23.0,22.0,23.0,22.0,23.0,22.0,22.0,23.0,23.0,22.0,22.0,22.0,22.0,22.0,23.0,23.0,22.0,23.0,23.0,23.0,22.0,23.0,23.0,22.0,22.0,22.0,23.0,22.0,22.0,22.0,22.0,23.0,23.0,23.0,22.0,22.0,23.0,23.0,22.0,22.0,22.0,23.0,22.0,23.0,23.0,23.0,23.0,22.0,23.0,23.0,22.0,23.0,22.0,BladeAccumulatorPressureIssues
signal_sensor_fail,31.11447572,30.29291798,30.65898594,29.30675161,30.36994153,29.80710193,30.68301773,30.75940235,0.0,30.35859929,28.83474376,29.19437676,30.154396000000002,29.86844697,30.37563722,0.0,30.28132132,29.67460351,29.57547436,30.99383915,31.36918291,0.0,29.35172815,29.43927936,29.423953000000004,29.46087761,30.66311741,29.24474084,29.81626788,31.61284673,29.32438495,29.71900081,0.0,29.75178879,29.7601652,28.13167986,30.41374165,29.01736878,30.57757497,30.49070409,30.02956114,30.72715339,30.01401716,0.0,30.07790602,29.70855579,29.40408569,31.78662493,31.90517934,28.86022461,30.90895933,29.76878636,0.0,29.76869326,29.95630977,29.97993256,29.58193145,30.119053899999997,28.81160259,29.99145926,30.81643838,29.82962047,31.40642186,29.77409318,29.9991624,31.93181868,29.00997763,28.3289804,31.0842429,29.35223329,28.95433556,0.0,29.46339224,29.73700119,29.18542659,29.24387134,28.69902595,29.49528197,29.78332722,31.17906695,29.00101537,30.69915383,29.35973502,28.82974226,28.76000061,30.28267145,0.0,32.19272526,30.67239948,30.49418429,31.09047475,0.0,28.67043664,30.65930613,0.0,29.75700264,28.77845131,29.56150495,30.71392571,29.06485756,Anemometer errors
b'Convex_rise_with_decreasing_ends',32.88099425,27.999884700000003,27.44807292,30.83662454,30.23616967,29.12087069,27.73095898,29.11769077,30.16708461,30.339593699999998,29.19535603,28.90260688,31.06098896,29.445267200000004,28.97528311,31.25188185,29.99351363,32.64030259,30.53265022,32.11750643,29.18772713,30.14770793,31.35384516,28.23331999,29.53241699,25.93114508,31.61127998,28.28655049,26.31053725,30.84285092,31.05378747,29.66912727,25.93427349,30.25138005,29.46634482,29.2907159,32.53887452,29.55446086,30.99436247,31.44557742,29.74517535,29.99221414,26.166998,27.98024924,28.98991527,28.45121057,33.414598,30.18372812,29.58491249,29.72943005,30.43749418,28.82843719,28.31604113,32.21407255,29.26134973,31.21488886,29.63940486,30.58883852,26.84413109,34.04986454,31.64621825,29.68520123,32.11682952,29.79573174,28.707217,28.538046100000003,42.49761743,44.04702697,47.06500767,47.27418968,45.96241768,53.49447482,52.4651998,56.77303439,57.28432752,55.87857389999999,59.31735923,59.04701462,57.76907083,58.09477665,58.403440599999996,63.019634200000006,59.25361642,61.43437058,62.43894573,65.4879501,60.86144554,63.82569282,65.24475355,61.02922466,65.96499386,65.60824536,66.53657474,66.045169,67.03703780000001,65.24176278,67.16192582,69.51268833,67.05921681,70.0,Overheated oil
